author,title,pages,year,crossref,booktitle,ee,url,genre
"['Watts S. Humphrey', 'Marc I. Kellner']",Software Process Modeling: Principles of Entity Process Models.,['331-342'],1989,['conf/icse/1989'],ICSE,['https://doi.org/10.1145/74587.74631'],['db/conf/icse/icse89.html#HumphreyK01'],inproceedings
"['David Garlan', 'John Mylopoulos', 'Marin Litoiu', 'Dennis B. Smith', 'Hausi A. Müller', 'Kenny Wong']",DEAS 2005: workshop on the design and evolution of autonomic application software.,['699'],2005,['conf/icse/2005'],ICSE,"['https://doi.org/10.1145/1062455.1062624', 'https://doi.org/10.1109/ICSE.2005.1553669', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2005.1553669']",['db/conf/icse/icse2005.html#GarlanMLSMW05'],inproceedings
"['Adam Kiezun', 'Philip J. Guo', 'Karthick Jayaraman', 'Michael D. Ernst']",Automatic creation of SQL Injection and cross-site scripting attacks.,['199-209'],2009,['conf/icse/2009'],ICSE,"['https://doi.org/10.1109/ICSE.2009.5070521', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2009.5070521', 'http://dl.acm.org/citation.cfm?id=1555036']",['db/conf/icse/icse2009.html#KiezunGJE09'],inproceedings
"['Hao Xia', 'Yuan Zhang 0009', 'Yingtian Zhou', 'Xiaoting Chen', 'Yang Wang', 'Xiangyu Zhang', 'Shuaishuai Cui', 'Geng Hong', 'Xiaohan Zhang 0001', 'Min Yang 0002', 'Zhemin Yang']",How Android developers handle evolution-induced API compatibility issues: a large-scale study.,['886-898'],2020,['conf/icse/2020'],ICSE,"['https://doi.org/10.1145/3377811.3380357', 'https://ieeexplore.ieee.org/document/9284041']",['db/conf/icse/icse2020.html#Xia0ZCWZCHZ0Y20'],inproceedings
"['Jan T. Pedersen', 'John K. Buckle']",Kongsberg's Road to an Industrial Software Methodology.,['85-93'],1978,['conf/icse/1978'],ICSE,['http://dl.acm.org/citation.cfm?id=803196'],['db/conf/icse/icse78.html#PedersenB78'],inproceedings
"['Shengjian Guo', 'Yueqi Chen', 'Peng Li', 'Yueqiang Cheng', 'Huibo Wang', 'Meng Wu', 'Zhiqiang Zuo 0002']",SpecuSym: speculative symbolic execution for cache timing leak detection.,['1235-1247'],2020,['conf/icse/2020'],ICSE,['https://doi.org/10.1145/3377811.3380428'],['db/conf/icse/icse2020.html#GuoCLCWW020'],inproceedings
"['Menghao Li', 'Wei Wang', 'Pei Wang 0007', 'Shuai Wang 0011', 'Dinghao Wu', 'Jian Liu 0008', 'Rui Xue 0001', 'Wei Huo']",LibD: scalable and precise third-party library detection in android markets.,['335-346'],2017,['conf/icse/2017'],ICSE,"['https://doi.org/10.1109/ICSE.2017.38', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2017.38', 'http://dl.acm.org/citation.cfm?id=3097409']",['db/conf/icse/icse2017.html#LiWWWWLXH17'],inproceedings
"['Gleb Naumovich', 'Lori A. Clarke', 'Leon J. Osterweil', 'Matthew B. Dwyer']",Verification of Concurrent Software with FLAVERS.,['594-595'],1997,['conf/icse/1997'],ICSE,['https://doi.org/10.1145/253228.253489'],['db/conf/icse/icse97.html#NaumovichCOD97'],inproceedings
"['Matt Staats', 'Michael W. Whalen', 'Mats Per Erik Heimdahl']",Better testing through oracle selection.,['892-895'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1985936'],['db/conf/icse/icse2011.html#StaatsWH11a'],inproceedings
"['Ilinca Ciupa', 'Andreas Leitner', 'Manuel Oriol', 'Bertrand Meyer 0001']",ARTOO: adaptive random testing for object-oriented software.,['71-80'],2008,['conf/icse/2008'],ICSE,"['https://doi.org/10.1145/1368088.1368099', 'https://www.wikidata.org/entity/Q56901591']",['db/conf/icse/icse2008.html#CiupaLOM08'],inproceedings
"['Emmanuel Letier', 'William Heaven']",Requirements modelling by synthesis of deontic input-output automata.,['592-601'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606605', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606605', 'http://dl.acm.org/citation.cfm?id=2486866']",['db/conf/icse/icse2013.html#LetierH13'],inproceedings
"['Yu Huang 0015', 'Xinyu Liu', 'Ryan Krueger', 'Tyler Santander', 'Xiaosu Hu', 'Kevin Leach', 'Westley Weimer']",Distilling neural representations of data structure manipulation using fMRI and fNIRS.,['396-407'],2019,['conf/icse/2019'],ICSE,"['https://doi.org/10.1109/ICSE.2019.00053', 'https://dl.acm.org/citation.cfm?id=3339556']",['db/conf/icse/icse2019.html#HuangLKSHLW19'],inproceedings
['W. S. Amey'],The Computer Assisted Software (Case) System.,['111-115'],1979,['conf/icse/1979'],ICSE,['http://dl.acm.org/citation.cfm?id=802930'],['db/conf/icse/icse79.html#Amey79'],inproceedings
['Harlan D. Mills'],Software Development (Abstract).,['388'],1976,['conf/icse/1976'],ICSE,['http://dl.acm.org/citation.cfm?id=807706'],['db/conf/icse/icse76.html#Mills76'],inproceedings
"['Siobhán Clarke', 'Robert J. Walker']",Composition Patterns: An Approach to Designing Reusable Aspects.,['5-14'],2001,['conf/icse/2001'],ICSE,"['https://doi.org/10.1109/ICSE.2001.919076', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2001.919076']",['db/conf/icse/icse2001.html#ClarkeW01'],inproceedings
"['Michael Jackson 0001', 'Pamela Zave']",Where do you go when you're through the turnstile?,['44'],2005,['conf/icse/2005'],ICSE,['https://doi.org/10.1145/1062455.1062476'],['db/conf/icse/icse2005.html#JacksonZ05'],inproceedings
"['Jin Guo 0002', 'King Chun Foo', 'Liliane Barbour', 'Ying Zou 0001']",A business process explorer: recovering and visualizing e-commerce business processes.,['871-874'],2008,['conf/icse/2008'],ICSE,['https://doi.org/10.1145/1368088.1368227'],['db/conf/icse/icse2008.html#GuoFBZ08'],inproceedings
['Max Mühlhäuser'],Software Engineering for Distributed Applications: The Design Project.,['93-101'],1988,['conf/icse/1988'],ICSE,['http://dl.acm.org/citation.cfm?id=55834'],['db/conf/icse/icse88.html#Muhlhauser88'],inproceedings
"['Inayat Rehman', 'Mehdi Mirakhorli', 'Meiyappan Nagappan', 'Azat Aralbay Uulu', 'Matthew Thornton']",Roles and impacts of hands-on software architects in five industrial case studies.,['117-127'],2018,['conf/icse/2018'],ICSE,"['https://doi.org/10.1145/3180155.3180234', 'http://ieeexplore.ieee.org/document/8453069']",['db/conf/icse/icse2018.html#RehmanMNUT18'],inproceedings
"['Daniel Port', 'Allen P. Nikora', 'Jairus Hihn', 'LiGuo Huang']",Experiences with text mining large collections of unstructured systems development artifacts at jpl.,['701-710'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1985891'],['db/conf/icse/icse2011.html#PortNHH11'],inproceedings
"['Anna Filippova', 'Erik H. Trainer', 'James D. Herbsleb']",From diversity by numbers to diversity as process: supporting inclusiveness in software development teams with brainstorming.,['152-163'],2017,['conf/icse/2017'],ICSE,"['https://doi.org/10.1109/ICSE.2017.22', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2017.22', 'http://dl.acm.org/citation.cfm?id=3097387']",['db/conf/icse/icse2017.html#FilippovaTH17'],inproceedings
"['Gruia-Catalin Roman', 'Peter J. McCann', 'Jerome Y. Plun']",Assertional Reasoning about Pairwise Transient Interactions in Mobile Computing.,['155-164'],1996,['conf/icse/1996'],ICSE,['http://portal.acm.org/citation.cfm?id=227726.227756'],['db/conf/icse/icse96.html#RomanMP96'],inproceedings
"['Prasanth Anbalagan', 'Tao Xie']",Automated Inference of Pointcuts in Aspect-Oriented Refactoring.,['127-136'],2007,['conf/icse/2007'],ICSE,"['https://doi.org/10.1109/ICSE.2007.19', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2007.19', 'http://dl.acm.org/citation.cfm?id=1248846']",['db/conf/icse/icse2007.html#AnbalaganX07'],inproceedings
['A. S. Duncan'],Software Development Productivity Tools and Metrics.,['41-48'],1988,['conf/icse/1988'],ICSE,['http://dl.acm.org/citation.cfm?id=55828'],['db/conf/icse/icse88.html#Duncan88'],inproceedings
"['Gruia-Catalin Roman', 'Rose F. Gamble', 'William E. Ball']",Seeking Concurrency in Rule-Based Programming.,['225-234'],1992,['conf/icse/1992'],ICSE,['https://doi.org/10.1145/143062.143118'],['db/conf/icse/icse92.html#RomanGB92'],inproceedings
"['Emerson R. Murphy-Hill', 'Thomas Zimmermann 0001', 'Christian Bird', 'Nachiappan Nagappan']",The design of bug fixes.,['332-341'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606579', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606579', 'http://dl.acm.org/citation.cfm?id=2486833']",['db/conf/icse/icse2013.html#Murphy-HillZBN13'],inproceedings
['Paolo Ciancarini'],On the education of future software engineers.,['649-650'],2005,['conf/icse/2005'],ICSE,"['https://doi.org/10.1145/1062455.1062584', 'https://doi.org/10.1109/ICSE.2005.1553630', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2005.1553630']",['db/conf/icse/icse2005.html#Ciancarini05'],inproceedings
['Yuk Kuen Wong'],Use of software inspection inputs in practice.,['725-726'],2002,['conf/icse/2002'],ICSE,['https://doi.org/10.1145/581339.581472'],['db/conf/icse/icse2002.html#Wong02'],inproceedings
"['Xiaoxia Ren', 'Barbara G. Ryder', 'Maximilian Störzer', 'Frank Tip']",Chianti: a change impact analysis tool for java programs.,['664-665'],2005,['conf/icse/2005'],ICSE,"['https://doi.org/10.1145/1062455.1062598', 'https://doi.org/10.1109/ICSE.2005.1553643', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2005.1553643']",['db/conf/icse/icse2005.html#RenRST05'],inproceedings
"['Andreas Scholz 0001', 'Christian Buckl', 'Alfons Kemper', 'Alois C. Knoll', 'Jörg Heuer', 'Martin Winter']",WS-AMUSE - web service architecture for multimedia services.,['703-712'],2008,['conf/icse/2008'],ICSE,['https://doi.org/10.1145/1368088.1368188'],['db/conf/icse/icse2008.html#ScholzBKKHW08'],inproceedings
"['Shinji Kusumoto', 'Osamu Mizuno', 'Tohru Kikuno', 'Yuji Hirayama', 'Yasunari Takagi', 'Keishi Sakamoto']",A New Software Project Simulator Based on Generalized Stochastic Petri-net.,['293-302'],1997,['conf/icse/1997'],ICSE,['https://doi.org/10.1145/253228.253290'],['db/conf/icse/icse97.html#KusumotoMKHTS97'],inproceedings
['Frank Padberg'],Empirical interval estimates for the defect content after an inspection.,['58-68'],2002,['conf/icse/2002'],ICSE,['https://doi.org/10.1145/581339.581350'],['db/conf/icse/icse2002.html#Padberg02'],inproceedings
['Eun-Young Kang 0001'],Parametric Analysis of Real-Time Embedded Systems with Abstract Approximation Interpretation.,['39-41'],2004,['conf/icse/2004'],ICSE,"['https://doi.org/10.1109/ICSE.2004.1317415', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2004.1317415', 'http://dl.acm.org/citation.cfm?id=999400']",['db/conf/icse/icse2004.html#Kang04'],inproceedings
['Joseph Puett'],Holistic framework for establishing interoperability of heterogeneous software development tools and models.,['729-730'],2002,['conf/icse/2002'],ICSE,['https://doi.org/10.1145/581339.581474'],['db/conf/icse/icse2002.html#Puett02'],inproceedings
['Jacques Cohen'],Computer-Aided Micro-Analysis of Programs.,['79-84'],1979,['conf/icse/1979'],ICSE,['http://dl.acm.org/citation.cfm?id=802925'],['db/conf/icse/icse79.html#Cohen79'],inproceedings
"['Jieshan Chen', 'Chunyang Chen', 'Zhenchang Xing', 'Xiwei Xu', 'Liming Zhu', 'Guoqiang Li 0001', 'Jinshui Wang']",Unblind your apps: predicting natural-language labels for mobile GUI components by deep learning.,['322-334'],2020,['conf/icse/2020'],ICSE,"['https://doi.org/10.1145/3377811.3380327', 'https://ieeexplore.ieee.org/document/9284063']",['db/conf/icse/icse2020.html#ChenCXXZ0W20'],inproceedings
['Jürgen F. H. Winkler'],Version Control in Families of Large Programs.,['150-165'],1987,['conf/icse/1987'],ICSE,['http://dl.acm.org/citation.cfm?id=41781'],['db/conf/icse/icse87.html#Winkler87'],inproceedings
['L. D. I. Serbanati'],Interform: A CAD System for Program Development.,['190-199'],1987,['conf/icse/1987'],ICSE,['http://dl.acm.org/citation.cfm?id=41785'],['db/conf/icse/icse87.html#Serbanati87'],inproceedings
"['Wei You', 'Xuwei Liu', 'Shiqing Ma', 'David Mitchel Perry', 'Xiangyu Zhang 0001', 'Bin Liang 0002']",SLF: fuzzing without valid seed inputs.,['712-723'],2019,['conf/icse/2019'],ICSE,"['https://doi.org/10.1109/ICSE.2019.00080', 'https://dl.acm.org/citation.cfm?id=3339597']",['db/conf/icse/icse2019.html#YouLMPZ019'],inproceedings
['Latifa Guerrouj'],Normalizing source code vocabulary to support program comprehension and software quality.,['1385-1388'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606723', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606723', 'http://dl.acm.org/citation.cfm?id=2487012']",['db/conf/icse/icse2013.html#Guerrouj04'],inproceedings
"['Naftaly H. Minsky', 'Abe Lockman']",Ensuring Integrity by Adding Obligations to Privileges.,['92-102'],1985,['conf/icse/1985'],ICSE,['http://dl.acm.org/citation.cfm?id=319589'],['db/conf/icse/icse85.html#MinskyL85'],inproceedings
"['Bogdan Vasilescu', 'Kelly Blincoe', 'Qi Xuan', 'Casey Casalnuovo', 'Daniela E. Damian', 'Premkumar T. Devanbu', 'Vladimir Filkov']",The sky is not the limit: multitasking across GitHub projects.,['994-1005'],2016,['conf/icse/2016'],ICSE,"['https://doi.org/10.1145/2884781.2884875', 'http://ieeexplore.ieee.org/document/7886974/', 'https://www.wikidata.org/entity/Q57726657']",['db/conf/icse/icse2016.html#VasilescuBXCDDF16'],inproceedings
"['Horst Remus', 'Stephen N. Zilles']",Prediction and Management of Program Quality.,['341-350'],1979,['conf/icse/1979'],ICSE,['http://dl.acm.org/citation.cfm?id=802957'],['db/conf/icse/icse79.html#RemusZ79'],inproceedings
"['David M. Weiss', 'David Bennett', 'John Y. Payseur', 'Patrick Tendick', 'Ping Zhang 0013']",Goal-oriented software assessment.,['221-231'],2002,['conf/icse/2002'],ICSE,['https://doi.org/10.1145/581339.581369'],['db/conf/icse/icse2002.html#WeissBPTZ02'],inproceedings
"['Ming-Ling Lo', 'Shyh-Kwei Chen', 'Sriram Padmanabhan', 'Jen-Yao Chung']","XAS: A System for Accessing Componentized, Virtual XML Documents.",['493-502'],2001,['conf/icse/2001'],ICSE,"['https://doi.org/10.1109/ICSE.2001.919122', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2001.919122']",['db/conf/icse/icse2001.html#LoCPC01'],inproceedings
"['William Dickinson', 'David Leon', 'Andy Podgurski']",Finding Failures by Cluster Analysis of Execution Profiles.,['339-348'],2001,['conf/icse/2001'],ICSE,"['https://doi.org/10.1109/ICSE.2001.919107', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2001.919107']",['db/conf/icse/icse2001.html#DickinsonLP01'],inproceedings
"[""Robert O'Callahan"", 'Daniel Jackson 0001']",Lackwit: A Program Understanding Tool Based on Type Inference.,['338-348'],1997,['conf/icse/1997'],ICSE,['https://doi.org/10.1145/253228.253351'],['db/conf/icse/icse97.html#OCallahanJ97'],inproceedings
"['Ankit Goel', 'Sun Meng', 'Abhik Roychoudhury', 'P. S. Thiagarajan']",Interacting process classes.,['302-311'],2006,['conf/icse/2006'],ICSE,['https://doi.org/10.1145/1134285.1134328'],['db/conf/icse/icse2006.html#GoelMRT06'],inproceedings
['Jeff Gray'],Using Software Component Generators to Contstruct a Meta-Weaver Framework.,['789-790'],2001,['conf/icse/2001'],ICSE,"['https://doi.org/10.1109/ICSE.2001.919179', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2001.919179']",['db/conf/icse/icse2001.html#Gray01'],inproceedings
"['Vinod Ganapathy', 'Dave King 0002', 'Trent Jaeger', 'Somesh Jha']",Mining Security-Sensitive Operations in Legacy Code Using Concept Analysis.,['458-467'],2007,['conf/icse/2007'],ICSE,"['https://doi.org/10.1109/ICSE.2007.54', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2007.54', 'http://dl.acm.org/citation.cfm?id=1248878']",['db/conf/icse/icse2007.html#GanapathyKJJ07'],inproceedings
"['Giulio Concas', 'Massimiliano Di Penta', 'Ewan D. Tempero', 'Hongyu Zhang 0002']",Workshop on emerging trends in software metrics: (WETSoM 2011).,['1224-1225'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1986057'],['db/conf/icse/icse2011.html#ConcasPTZ11'],inproceedings
"['Tuan Anh Nguyen', 'Christoph Csallner', 'Nikolai Tillmann']",GROPG: a graphical on-phone debugger.,['1189-1192'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606675', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606675', 'http://dl.acm.org/citation.cfm?id=2486958']",['db/conf/icse/icse2013.html#NguyenCT04'],inproceedings
"['Yan Cai 0001', 'Ruijie Meng', 'Jens Palsberg']",Low-overhead deadlock prediction.,['1298-1309'],2020,['conf/icse/2020'],ICSE,['https://doi.org/10.1145/3377811.3380367'],['db/conf/icse/icse2020.html#0001MP20'],inproceedings
"['Dzintars Avots', 'Michael Dalton', 'V. Benjamin Livshits', 'Monica S. Lam']",Improving software security with a C pointer analysis.,['332-341'],2005,['conf/icse/2005'],ICSE,"['https://doi.org/10.1145/1062455.1062520', 'https://doi.org/10.1109/ICSE.2005.1553576', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2005.1553576']",['db/conf/icse/icse2005.html#AvotsDLL05'],inproceedings
"['Leonardo Mariani', 'Mauro Pezzè', 'Oliviero Riganelli', 'Mauro Santoro']",AutoBlackTest: a tool for automatic black-box testing.,['1013-1015'],2011,['conf/icse/2011'],ICSE,['https://doi.org/10.1145/1985793.1985979'],['db/conf/icse/icse2011.html#MarianiPRS11'],inproceedings
['Salma Imtiaz'],Architectural task allocation in distributed environment: A traceability perspective.,['1515-1518'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227048', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227048', 'http://dl.acm.org/citation.cfm?id=2337470']",['db/conf/icse/icse2012.html#Imtiaz12'],inproceedings
"['Michael D. Ernst', 'Alberto Lovato', 'Damiano Macedonio', 'Fausto Spoto', 'Javier Thaine']",Locking discipline inference and checking.,['1133-1144'],2016,['conf/icse/2016'],ICSE,"['https://doi.org/10.1145/2884781.2884882', 'http://ieeexplore.ieee.org/document/7886986/']",['db/conf/icse/icse2016.html#ErnstLMST16'],inproceedings
['Claudio Riva'],Visualizing software release histories with 3DSoftVis.,['789'],2000,['conf/icse/2000'],ICSE,['https://doi.org/10.1145/337180.337644'],['db/conf/icse/icse2000.html#Riva00'],inproceedings
"['Bin Chen', 'George S. Avrunin', 'Elizabeth A. Henneman', 'Lori A. Clarke', 'Leon J. Osterweil', 'Philip L. Henneman']",Analyzing medical processes.,['623-632'],2008,['conf/icse/2008'],ICSE,['https://doi.org/10.1145/1368088.1368175'],['db/conf/icse/icse2008.html#ChenAHCOH08'],inproceedings
"['Daniel G. Shapiro', 'Jeffrey S. Dean', 'Brian P. McCune']",A Knowledge Base for Supporting and Intelligent Program Editor.,['381-387'],1984,['conf/icse/1984'],ICSE,['http://dl.acm.org/citation.cfm?id=801995'],['db/conf/icse/icse84.html#ShapiroDM84'],inproceedings
"['Masayuki Hirayama', 'Hiroyuki Sato', 'Atushi Yamada', 'Junichiro Tsuda']",Practice of Quality Modeling and Measurement on Software Life-Cycle.,['98-107'],1990,['conf/icse/1990'],ICSE,['http://dl.acm.org/citation.cfm?id=100306'],['db/conf/icse/icse90.html#HirayamaSYT90'],inproceedings
"['Lin Zucconi', 'Gregory Mack', 'Lloyd G. Williams']",Using Object-Oriented Development for Support Prototyping (Experience Report).,['129-132'],1990,['conf/icse/1990'],ICSE,['http://dl.acm.org/citation.cfm?id=100315'],['db/conf/icse/icse90.html#ZucconiMW90'],inproceedings
"['Lalita Jategaonkar Jagadeesan', 'Adam A. Porter', 'Carlos Puchol', 'J. Christopher Ramming', 'Lawrence G. Votta']",Specification-based Testing of Reactive Software: Tools and Experiments (Experience Report).,['525-535'],1997,['conf/icse/1997'],ICSE,['https://doi.org/10.1145/253228.253435'],['db/conf/icse/icse97.html#JagadeesanPPRV97'],inproceedings
['Elaine J. Weyuker'],In Defense of Coverage Criteria.,['361'],1989,['conf/icse/1989'],ICSE,['https://doi.org/10.1145/74587.326055'],['db/conf/icse/icse89.html#Weyuker01'],inproceedings
"['A. G. Duncan', 'J. S. Hutchison']",Using Attributed Grammars to Test Designs and Implementations.,['170-178'],1981,['conf/icse/1981'],ICSE,['http://dl.acm.org/citation.cfm?id=802529'],['db/conf/icse/icse81.html#DuncanH81'],inproceedings
"['Tim Walsh', 'Paddy Nixon', 'Simon A. Dobson']",As strong as possible mobility (poster).,['779'],2000,['conf/icse/2000'],ICSE,['https://doi.org/10.1145/337180.337635'],['db/conf/icse/icse2000.html#WalshND00'],inproceedings
"['Robert White', 'Jens Krinke', 'Raymond Tan']",Establishing multilevel test-to-code traceability links.,['861-872'],2020,['conf/icse/2020'],ICSE,"['https://doi.org/10.1145/3377811.3380921', 'https://ieeexplore.ieee.org/document/9283989']",['db/conf/icse/icse2020.html#WhiteKT20'],inproceedings
"['Hengbiao Yu', 'Zhenbang Chen', 'Xianjin Fu', 'Ji Wang 0001', 'Zhendong Su', 'Jun Sun 0001', 'Chun Huang', 'Wei Dong']",Symbolic verification of message passing interface programs.,['1248-1260'],2020,['conf/icse/2020'],ICSE,"['https://doi.org/10.1145/3377811.3380419', 'https://ieeexplore.ieee.org/document/9283955']",['db/conf/icse/icse2020.html#YuCFWSSHD20'],inproceedings
"['Rajeev Alur', 'Luca de Alfaro', 'Radu Grosu', 'Thomas A. Henzinger', 'M. Kang', 'Christoph M. Kirsch', 'Rupak Majumdar', 'Freddy Y. C. Mang', 'Bow-Yaw Wang']",JMOCHA: A Model Checking Tool that Exploits Design Structure.,['835-836'],2001,['conf/icse/2001'],ICSE,"['https://doi.org/10.1109/ICSE.2001.919196', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2001.919196']",['db/conf/icse/icse2001.html#AlurAGHKKMMW01'],inproceedings
"['C. V. Ramamoorthy', 'Siu-Bun F. Ho', 'W. T. Chen']",On the Automated Generation of Program Test Data (Abstract).,['636'],1976,['conf/icse/1976'],ICSE,['http://dl.acm.org/citation.cfm?id=807742'],['db/conf/icse/icse76.html#RamamoorthyHC76'],inproceedings
"['Mira Kajko-Mattsson', 'Michael Striewe', 'Michael Goedicke', 'Ivar Jacobson', 'Ian Spence', 'Shihong Huang', 'Paul McMahon', 'Bruce MacIsaac', 'Brian Elvesæter', 'Arne J. Berre', 'Ed Seymour']",Refounding software engineering: The Semat initiative (Invited presentation).,['1649-1650'],2012,['conf/icse/2012'],ICSE,"['https://doi.org/10.1109/ICSE.2012.6227214', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2012.6227214', 'http://dl.acm.org/citation.cfm?id=2337512']",['db/conf/icse/icse2012.html#Kajko-MattssonSGJSHMMEBS12'],inproceedings
['Frank Keenan'],Agile Process Tailoring and probLem analYsis (APTLY).,['45-47'],2004,['conf/icse/2004'],ICSE,"['https://doi.org/10.1109/ICSE.2004.1317417', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2004.1317417', 'http://dl.acm.org/citation.cfm?id=999402']",['db/conf/icse/icse2004.html#Keenan04'],inproceedings
['Mel Ó Cinnéide'],Automated refactoring to introduce design patterns.,['722-724'],2000,['conf/icse/2000'],ICSE,['https://doi.org/10.1145/337180.337612'],['db/conf/icse/icse2000.html#Cinneide00'],inproceedings
"['Gail C. Murphy', 'Albert Lai', 'Robert J. Walker', 'Martin P. Robillard']",Separating Features in Source Code: An Exploratory Study.,['275-284'],2001,['conf/icse/2001'],ICSE,"['https://doi.org/10.1109/ICSE.2001.919101', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2001.919101']",['db/conf/icse/icse2001.html#MurphyLWR01'],inproceedings
['Herbert D. Benington'],Production of Large Computer Programs.,['299-310'],1987,['conf/icse/1987'],ICSE,['http://dl.acm.org/citation.cfm?id=41799'],['db/conf/icse/icse87.html#Benington87'],inproceedings
['István Forgács'],An Exact Array Reference Analysis for Data Flow Testing.,['565-574'],1996,['conf/icse/1996'],ICSE,['http://portal.acm.org/citation.cfm?id=227726.227844'],['db/conf/icse/icse96.html#Forgacs96'],inproceedings
"['Bingchang Liu', 'Guozhu Meng', 'Wei Zou', 'Qi Gong', 'Feng Li', 'Min Lin', 'Dandan Sun', 'Wei Huo', 'Chao Zhang 0008']",A large-scale empirical study on vulnerability distribution within projects and the lessons learned.,['1547-1559'],2020,['conf/icse/2020'],ICSE,"['https://doi.org/10.1145/3377811.3380923', 'https://ieeexplore.ieee.org/document/9283967']",['db/conf/icse/icse2020.html#LiuMZGLLSH020'],inproceedings
"['Xiaoyin Wang', 'Lu Zhang 0023', 'Tao Xie 0001', 'Hong Mei', 'Jiasu Sun']",Locating need-to-translate constant strings for software internationalization.,['353-363'],2009,['conf/icse/2009'],ICSE,"['https://doi.org/10.1109/ICSE.2009.5070535', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2009.5070535', 'http://dl.acm.org/citation.cfm?id=1555050']",['db/conf/icse/icse2009.html#WangZXMS09'],inproceedings
"['Motoshi Saeki', 'Hisayuki Horai', 'Hajime Enomoto']",Software Development Process from Natural Language Specification.,['64-73'],1989,['conf/icse/1989'],ICSE,['https://doi.org/10.1145/74587.74594'],['db/conf/icse/icse89.html#SaekiHE89'],inproceedings
"['Dimitra Giannakopoulou', 'Corina S. Pasareanu', 'Jamieson M. Cobleigh']",Assume-Guarantee Verification of Source Code with Design-Level Assumptions.,['211-220'],2004,['conf/icse/2004'],ICSE,"['https://doi.org/10.1109/ICSE.2004.1317443', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2004.1317443', 'http://dl.acm.org/citation.cfm?id=999426']",['db/conf/icse/icse2004.html#GiannakopoulouPC04'],inproceedings
['Kivanç Muslu'],"Integrating systematic exploration, analysis, and maintenance in software development.",['1389-1392'],2013,['conf/icse/2013'],ICSE,"['https://doi.org/10.1109/ICSE.2013.6606724', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2013.6606724', 'http://dl.acm.org/citation.cfm?id=2487013']",['db/conf/icse/icse2013.html#Muslu04'],inproceedings
"['Kyo Chul Kang', 'Kwang-Il Ko']",PARTS: A Temporal Logic-Based Real-Time Software Specification and Verification Method.,['169-176'],1995,['conf/icse/1995'],ICSE,['https://doi.org/10.1145/225014.225030'],['db/conf/icse/icse95.html#KangK95'],inproceedings
"['Daniel M. Berry', 'Rick Kazman', 'Roel J. Wieringa']",Second International Workshop on From SofTware Requirements to Architectures (STRAW?03).,['797-799'],2003,['conf/icse/2003'],ICSE,"['https://doi.org/10.1109/ICSE.2003.1201291', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2003.1201291', 'http://dl.acm.org/citation.cfm?id=776956']",['db/conf/icse/icse2003.html#BerryKW03'],inproceedings
"['Chen Fu', 'Barbara G. Ryder']",Exception-Chain Analysis: Revealing Exception Handling Architecture in Java Server Applications.,['230-239'],2007,['conf/icse/2007'],ICSE,"['https://doi.org/10.1109/ICSE.2007.35', 'http://doi.ieeecomputersociety.org/10.1109/ICSE.2007.35', 'http://dl.acm.org/citation.cfm?id=1248856']",['db/conf/icse/icse2007.html#FuR07'],inproceedings
