author,title,pages,year,booktitle,ee,crossref,url,genre
"['Wojciech Fracz', 'Jacek Dajda']",Developers' Game: A Preliminary Study Concerning a Tool for Automated Developers Assessment.,['695-699'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00079', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00079']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#FraczD18'],inproceedings
"['Davide Spadini', 'Fabio Palomba', 'Andy Zaidman', 'Magiel Bruntink', 'Alberto Bacchelli']",On the Relation of Test Smells to Software Code Quality.,['1-12'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00010', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00010']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#SpadiniPZBB18'],inproceedings
"['Leonard Punt', 'Sjoerd Visscher', 'Vadim Zaytsev']",A Tool for Detecting and Refactoring the A?B*A Pattern in CSS.,['613'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.90', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.90']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#PuntVZ16a'],inproceedings
"['Florian Angerer', 'Paul Grünbacher', 'Herbert Prähofer', 'Lukas Linsbauer']",An Experiment Comparing Lifted and Delayed Variability-Aware Program Analysis.,['148-158'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.60', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.60']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#AngererGPL17'],inproceedings
"['Deli Zhang', 'Gilbert Hendry', 'Damian Dechev']",Tools for Enabling Automatic Validation of Large-Scale Parallel Application Simulations.,['601-604'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.105', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.105']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#ZhangHD14'],inproceedings
"['Sandra L. Ramirez-Mora', 'Hanna Oktaba']",Team Maturity in Agile Software Development: The Impact on Productivity.,['732-736'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00091', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00091']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#Ramirez-MoraO18'],inproceedings
"['Simon Butler 0001', 'Michel Wermelinger', 'Yijun Yu']",Investigating naming convention adherence in Java references.,['41-50'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332450', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332450']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#ButlerWY15'],inproceedings
"['Mohamed Osama', 'Aya Zaki-Ismail', 'Mohamed Almorsy Abdelrazek', 'John C. Grundy', 'Amani S. Ibrahim']",Score-Based Automatic Detection and Resolution of Syntactic Ambiguity in Natural Language Requirements.,['651-661'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00067'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#OsamaZAGI20'],inproceedings
"['Kun Yin', 'Meng Yan', 'Ling Xu', 'Zhou Xu 0003', 'Zhao Li', 'Dan Yang 0001', 'Xiaohong Zhang 0002']",Improving Log-Based Anomaly Detection with Component-Aware Analysis.,['667-671'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00069'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#YinYX0L0020'],inproceedings
"['Junji Shimagaki', 'Yasutaka Kamei', 'Shane McIntosh', 'David Pursehouse', 'Naoyasu Ubayashi']",Why are Commits Being Reverted?: A Comparative Study of Industrial and Open Source Projects.,['301-311'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.83', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.83']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#ShimagakiKMPU16'],inproceedings
"['Carmine Vassallo', 'Gerald Schermann', 'Fiorella Zampetti', 'Daniele Romano', 'Philipp Leitner 0001', 'Andy Zaidman', 'Massimiliano Di Penta', 'Sebastiano Panichella']",A Tale of CI Build Failures: An Open Source and a Financial Organization Perspective.,['183-193'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.67', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.67']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#VassalloSZRLZPP17'],inproceedings
['Péter Hegedüs'],Advances in software product quality measurement and its applications in software evolution.,['590-593'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332520', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332520']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#Hegedus15'],inproceedings
"['Jeff Anderson', 'Hyunsook Do', 'Saeed Salem']",Customized Regression Testing Using Telemetry Usage Patterns.,['572-581'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.30', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.30']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#AndersonDS16'],inproceedings
"['David Piorkowski', 'Scott D. Fleming', 'Christopher Scaffidi', 'Margaret M. Burnett', 'Irwin Kwan', 'Austin Z. Henley', 'Jamie Macbeth', 'Charles Hill', 'Amber Horvath']",To fix or to learn? How production bias affects developers' information foraging during debugging.,['11-20'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332447', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332447']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#PiorkowskiFSBKH15'],inproceedings
"['Sebastian Eder', 'Henning Femmer', 'Benedikt Hauptmann', 'Maximilian Junker']",Which Features Do My Users (Not) Use?,['446-450'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.71', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.71']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#EderFHJ14'],inproceedings
"['Davide Pizzolotto', 'Katsuro Inoue']",Identifying Compiler and Optimization Options from Binary Code using Deep Learning Approaches.,['232-242'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00031'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#PizzolottoI20'],inproceedings
"['Wasim Said', 'Jochen Quante', 'Rainer Koschke']",On State Machine Mining from Embedded Control Software.,['138-148'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00024', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00024']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#SaidQK18'],inproceedings
"['Christopher Vendome', 'Mario Linares Vásquez', 'Gabriele Bavota', 'Massimiliano Di Penta', 'Daniel M. Germán', 'Denys Poshyvanyk']",When and why developers adopt and change software licenses.,['31-40'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332449', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332449']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#VendomeVBPGP15'],inproceedings
"['Marco Biazzini', 'Martin Monperrus', 'Benoit Baudry']",On Analyzing the Topology of Commit Histories in Decentralized Version Control Systems.,['261-270'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.48', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.48']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#BiazziniMB14'],inproceedings
"['Hironori Washizaki', 'Hironori Takeuchi', 'Foutse Khomh', 'Naotake Natori', 'Takuo Doi', 'Satoshi Okuda']",Practitioners' insights on machine-learning software engineering design patterns: a preliminary study.,['797-799'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00095'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#WashizakiTKNDO20'],inproceedings
['Hyrum K. Wright'],Incremental Type Migration Using Type Algebra.,['756-765'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00085'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#Wright20'],inproceedings
"['Matthieu Jimenez', 'Maxime Cordy', 'Yves Le Traon', 'Mike Papadakis']",TUNA: TUning Naturalness-Based Analysis.,['715'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00087', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00087']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#JimenezCTP18a'],inproceedings
['Justin Smith 0001'],Resolving Input Validation Vulnerabilities by Retracing Taint Flow Through Source Code.,['617'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.97', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.97']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#Smith16'],inproceedings
['Sonia Haiduc'],Supporting Query Formulation for Text Retrieval Applications in Software Engineering.,['657-662'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.117', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.117']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#Haiduc14'],inproceedings
"['Loup Meurice', 'Francisco Javier Bermudez Ruiz', 'Jens H. Weber', 'Anthony Cleve']",Establishing Referential Integrity in Legacy Information Systems - Reality Bites!,['461-465'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.74', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.74']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#MeuriceRWC14'],inproceedings
"['Marios Fokaefs', 'Mihai Oprescu', 'Eleni Stroulia']",WSDarwin: A web application for the support of REST service evolution.,['336-338'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332483', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332483']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#FokaefsOS15'],inproceedings
"['Xin Yi', 'Liqian Chen', 'Xiaoguang Mao', 'Tao Ji']",Automated Repair of High Inaccuracies in Numerical Programs.,['514-518'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.45', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.45']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#YiCMJ17'],inproceedings
"['Rodrigo Rebouças de Almeida', 'Christoph Treude', 'Uirá Kulesza']",Tracy: A Business-Driven Technical Debt Prioritization Framework.,['181-185'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00028'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#AlmeidaTK19'],inproceedings
['Paige Rodeghero'],Behavior-Informed Algorithms for Automatic Documentation Generation.,['660-664'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.73', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.73']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#Rodeghero17'],inproceedings
"['Jefferson De Oliveira Silva', 'Igor Scaliante Wiese', 'Daniel M. Germán', 'Igor Fabio Steinmacher', 'Marco Aurélio Gerosa']",How Long and How Much: What to Expect from Summer of Code Participants?,['69-79'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.81', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.81']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#SilvaWGSG17'],inproceedings
"['Stephany Bellomo', 'Neil A. Ernst', 'Robert L. Nord', 'Ipek Ozkaya']",Evolutionary Improvements of Cross-Cutting Concerns: Performance in Practice.,['545-548'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.91', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.91']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#BellomoENO14'],inproceedings
"['Santiago Linan', 'Laura Bello-Jiménez', 'Maria Arevalo', 'Mario Linares-Vásquez']",Automated Extraction of Augmented Models for Android Apps.,['549-553'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00065', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00065']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#LinanBAL18'],inproceedings
"['Rodrigo Elizalde Zapata', 'Raula Gaikovina Kula', 'Bodin Chinthanet', 'Takashi Ishio', 'Kenichi Matsumoto', 'Akinori Ihara']",Towards Smoother Library Migrations: A Look at Vulnerable Dependency Migrations at Function Level for npm JavaScript Packages.,['559-563'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00067', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00067']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#ZapataKCIMI18'],inproceedings
"['Anh Tuan Nguyen 0001', 'Zhaopeng Tu', 'Tien N. Nguyen']","Do Contexts Help in Phrase-Based, Statistical Source Code Migration?",['155-165'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.89', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.89']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#NguyenTN16'],inproceedings
"['Quinn Hanam', 'Ali Mesbah 0001', 'Reid Holmes']",Aiding Code Change Understanding with Semantic Change Impact Analysis.,['202-212'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00031'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#Hanam0H19'],inproceedings
"['Guoquan Wu', 'Meimei He', 'Hongyin Tang', 'Jun Wei 0001']",Detect Cross-Browser Issues for JavaScript-Based Web Applications Based on Record/Replay.,['78-87'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.28', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.28']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#WuHTW16'],inproceedings
"['Markus Schnappinger', 'Arnaud Fietzke', 'Alexander Pretschner']","Defining a Software Maintainability Dataset: Collecting, Aggregating and Analysing Expert Evaluations of Software Maintainability.",['278-289'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00035'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#SchnappingerFP20'],inproceedings
"['Han Anu', 'Jie Chen', 'Wenchang Shi', 'Jianwei Hou', 'Bin Liang 0002', 'Bo Qin']",An Approach to Recommendation of Verbosity Log Levels Based on Logging Intention.,['125-134'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00022'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#AnuCSH0Q19'],inproceedings
"['Wyatt Olney', 'Emily Hill 0001', 'Chris Thurber', 'Bezalem Lemma']",Part of Speech Tagging Java Method Names.,['483-487'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.80', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.80']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#OlneyHTL16'],inproceedings
"['Natthawute Sae-Lim', 'Shinpei Hayashi', 'Motoshi Saeki']",Can Automated Impact Analysis Techniques Help Predict Decaying Modules?,['541-545'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00088'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#Sae-LimHS19'],inproceedings
"['Kui Liu 0001', 'Dongsun Kim 0001', 'Anil Koyuncu', 'Li Li 0029', 'Tegawendé F. Bissyandé', 'Yves Le Traon']",A Closer Look at Real-World Patches.,['275-286'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00037', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00037']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#Liu0K0BT18'],inproceedings
"['Cagri Sahin', 'Philip Tornquist', 'Ryan McKenna', 'Zachary Pearson', 'James Clause']",How Does Code Obfuscation Impact Energy Usage?,['131-140'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.35', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.35']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#SahinTMPC14'],inproceedings
"['Mairieli Santos Wessel', 'Alexander Serebrenik', 'Igor Wiese', 'Igor Steinmacher', 'Marco Aurélio Gerosa']",Effects of Adopting Code Review Bots on Pull Requests to OSS Projects.,['1-11'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00011'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#WesselSWSG20'],inproceedings
"['Yi Fan', 'Chenxi Lv', 'Xu Zhang', 'Guoqiang Zhou', 'Yuming Zhou']",The Utility Challenge of Privacy-Preserving Data-Sharing in Cross-Company Defect Prediction: An Empirical Study of the CLIFF&MORPH Algorithm.,['80-90'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.57', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.57']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#FanLZZZ17'],inproceedings
"['Yikun Hu', 'Yuanyuan Zhang 0002', 'Juanru Li', 'Hui Wang 0037', 'Bodong Li', 'Dawu Gu']",BinMatch: A Semantics-Based Hybrid Approach on Binary Code Clone Analysis.,['104-114'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00019', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00019']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#HuZLWLG18'],inproceedings
"['Muhammad Hilmi Asyrofi', 'Ferdian Thung', 'David Lo 0001', 'Lingxiao Jiang']",CrossASR: Efficient Differential Testing of Automatic Speech Recognition via Text-To-Speech.,['640-650'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00066'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#AsyrofiT0J20'],inproceedings
"['Hoan Anh Nguyen', 'Tung Thanh Nguyen', 'Tien N. Nguyen', 'Hung Viet Nguyen']",Interaction-Based Tracking of Program Entities for Test Case Evolution.,['433-443'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.43', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.43']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#NguyenNNN17'],inproceedings
"['Ripon K. Saha', 'Julia Lawall', 'Sarfraz Khurshid', 'Dewayne E. Perry']",On the Effectiveness of Information Retrieval Based Bug Localization for C Programs.,['161-170'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.38', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.38']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#SahaLKP14'],inproceedings
"['Miroslav Tushev', 'Saket Khatiwada', 'Anas Mahmoud']",Linguistic Change in Open Source Software.,['296-300'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00045'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#TushevKM19'],inproceedings
"['Divya Gopinath', 'Kaiyuan Wang', 'Jinru Hua', 'Sarfraz Khurshid']",Repairing Intricate Faults in Code Using Machine Learning and Path Exploration.,['453-457'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.75', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.75']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#GopinathWHK16'],inproceedings
"['Xin Xia 0001', 'Lingfeng Bao', 'David Lo 0001', 'Shanping Li']","""Automated Debugging Considered Harmful"" Considered Harmful: A User Study Revisiting the Usefulness of Spectra-Based Fault Localization Techniques with Professionals Using Real Bugs from Large Systems.",['267-278'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.67', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.67']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#XiaBLL16'],inproceedings
"['Laura Moreno', 'John Joseph Treadway', 'Andrian Marcus', 'Wuwei Shen']",On the Use of Stack Traces to Improve Text Retrieval-Based Bug Localization.,['151-160'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.37', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.37']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#MorenoTMS14'],inproceedings
"['Stefan Strobl', 'Markus Zoffi', 'Mario Bernhart', 'Thomas Grechenig']",A Tiered Approach Towards an Incremental BPEL to BPMN 2.0 Migration.,['563-567'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.41', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.41']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#StroblZBG16'],inproceedings
"['Igor Scaliante Wiese', 'José Teodoro da Silva', 'Igor Steinmacher', 'Christoph Treude', 'Marco Aurélio Gerosa']",Who is Who in the Mailing List? Comparing Six Disambiguation Heuristics to Identify Multiple Addresses of a Participant.,['345-355'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.13', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.13']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#WieseSSTG16'],inproceedings
"['André C. Hora', 'Romain Robbes', 'Nicolas Anquetil', 'Anne Etien', 'Stéphane Ducasse', 'Marco Tulio Valente']",How do developers react to API evolution? The Pharo ecosystem case.,['251-260'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332471', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332471']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#HoraRAEDV15'],inproceedings
"['Yan Yan', 'Massimiliano Menarini', 'William G. Griswold']",Mining Software Contracts for Software Evolution.,['471-475'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.76', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.76']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#YanMG14'],inproceedings
"['Yui Sasaki', 'Yoshiki Higo', 'Shinsuke Matsumoto', 'Shinji Kusumoto']",SBFL-Suitability: A Software Characteristic for Fault Localization.,['702-706'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00076'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#SasakiHMK20'],inproceedings
"['Ziming Zhu', 'Li Jiao', 'Xiong Xu']",Combining Search-Based Testing and Dynamic Symbolic Execution by Evolvability Metric.,['59-68'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00015', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00015']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#ZhuJX18'],inproceedings
"['Michele Guerriero', 'Martin Garriga', 'Damian A. Tamburri', 'Fabio Palomba']","Adoption, Support, and Challenges of Infrastructure-as-Code: Insights from Industry.",['580-589'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00092'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#GuerrieroGTP19'],inproceedings
['Eman Abdullah AlOmar'],Towards Better Understanding Developer Perception of Refactoring.,['624-628'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00100'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#AlOmar19'],inproceedings
"['Terese Besker', 'Antonio Martini', 'Rumesh Edirisooriya Lokuge', 'Kelly Blincoe', 'Jan Bosch']","Embracing Technical Debt, from a Startup Company Perspective.",['415-425'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00051', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00051']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#BeskerMLBB18'],inproceedings
"['Mario Linares Vásquez', 'Christopher Vendome', 'Qi Luo', 'Denys Poshyvanyk']",How developers detect and fix performance bottlenecks in Android apps.,['352-361'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332486', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332486']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#VasquezVLP15'],inproceedings
"['Jiamou Sun', 'Zhenchang Xing', 'Rui Chu', 'Heilai Bai', 'Jinshui Wang', 'Xin Peng 0001']",Know-How in Programming Tasks: From Textual Tutorials to Task-Oriented Knowledge Graph.,['257-268'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00039'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#SunXCBW019'],inproceedings
"['Noureddine Kerzazi', 'Foutse Khomh', 'Bram Adams']",Why Do Automated Builds Break? An Empirical Study.,['41-50'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.26', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.26']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#KerzaziKA14'],inproceedings
"['Zack Coker', 'David Gray Widder', 'Claire Le Goues', 'Christopher Bogart', 'Joshua Sunshine']",A Qualitative Study on Framework Debugging.,['568-579'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00091'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#CokerWGBS19'],inproceedings
"['Daniela Steidl', 'Florian Deissenboeck', 'Martin Poehlmann', 'Robert Heinke', 'Barbel Uhink-Mergenthaler']",Continuous Software Quality Control in Practice.,['561-564'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.95', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.95']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#SteidlDPHU14'],inproceedings
['Jochen Quante'],Use Cases of a Generic Model Interpreter in an Automotive Software Setting.,['539-542'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.81', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.81']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#Quante16'],inproceedings
"['Rui Abreu', 'Jácome Cunha', 'João Paulo Fernandes', 'Pedro Martins 0001', 'Alexandre Perez', 'João Saraiva']",Smelling Faults in Spreadsheets.,['111-120'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.33', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.33']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#AbreuCFMPS14'],inproceedings
"['Zack Coker', 'Kostadin Damevski', 'Claire Le Goues', 'Nicholas A. Kraft', 'David C. Shepherd', 'Lori L. Pollock']",Behavior Metrics for Prioritizing Investigations of Exceptions.,['554-563'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.62', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.62']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#CokerDGKSP17'],inproceedings
"['Arthur Marques', 'Nick C. Bradley', 'Gail C. Murphy']",Characterizing Task-Relevant Information in Natural Language Software Artifacts.,['476-487'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00052'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#MarquesBM20'],inproceedings
"['Bogdan Vasilescu', 'Stef van Schuylenburg', 'Jules Wulms', 'Alexander Serebrenik', 'Mark G. J. van den Brand']",Continuous Integration in a Social-Coding World: Empirical Evidence from GitHub.,['401-405'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.62', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.62']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#VasilescuSWSB14'],inproceedings
"['Weiyi Shang', 'Meiyappan Nagappan', 'Ahmed E. Hassan', 'Zhen Ming Jiang']",Understanding Log Lines Using Development Knowledge.,['21-30'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.24', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.24']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#ShangNHJ14'],inproceedings
"['Christoph Treude', 'Martin P. Robillard']",Understanding Stack Overflow Code Fragments.,['509-513'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.24', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.24']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#TreudeR17'],inproceedings
